BEGIN_YEAR;EXPOSURE;PREMIUM_FREQUENCY;SEX;ENGINE;POWER_RANGE;KIND_OF_PAYMENT;CLAIM_AMOUNT;CLAIM_COUNT
2008;1;4;1;BEN;81-100;cash;0;0
2008;1;1;1;DIE;81-100;cash;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;2;1;BEN;121-140;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;1;1;BEN;101-120;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;2;0;BEN;0-60;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;2;0;DIE;61-80;cash;0;0
2008;1;1;1;BEN;101-120;cash;0;0
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;1;1;DIE;61-80;transfer;0;0
2008;1;2;0;DIE;81-100;cash;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;1;1;DIE;81-100;cash;0;0
2008;1;2;1;BEN;61-80;cash;0;0
2008;1;2;1;BEN;0-60;cash;0;0
2008;1;1;1;DIE;101-120;cash;0;0
2008;1;1;1;BEN;101-120;transfer;0;0
2008;1;1;1;BEN;61-80;cash;4476,12;1
2008;1;1;1;BEN;101-120;transfer;0;0
2008;1;1;1;DIE;61-80;cash;0;0
2008;0,64;2;1;DIE;121-140;cash;0;0
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;2;1;DIE;81-100;cash;476,76;1
2008;1;2;1;BEN;81-100;cash;0;0
2008;1;2;1;BEN;121-140;transfer;0;0
2008;1;4;1;DIE;101-120;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;2;0;DIE;81-100;cash;13774,25;1
2008;1;1;1;DIE;61-80;cash;0;0
2008;1;1;0;BEN;61-80;transfer;0;0
2008;1;1;0;BEN;0-60;cash;0;0
2008;1;2;1;BEN;161+;cash;0;0
2008;1;2;1;BEN;81-100;cash;0;0
2008;1;2;1;BEN;61-80;cash;0;0
2008;1;1;0;BEN;61-80;cash;0;0
2008;1;2;1;BEN;0-60;cash;5688,91;1
2008;1;1;0;BEN;0-60;cash;0;0
2008;1;2;1;BEN;101-120;cash;0;0
2008;1;1;1;DIE;81-100;cash;0;0
2008;1;2;1;BEN;101-120;cash;0;0
2008;1;1;0;DIE;0-60;cash;0;0
2008;1;1;0;DIE;81-100;cash;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;2;1;BEN;0-60;cash;2042,74;1
2008;1;4;0;BEN;81-100;cash;0;0
2008;1;1;1;DIE;0-60;cash;0;0
2008;1;1;0;BEN;0-60;cash;0;0
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;2;1;BEN;61-80;cash;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;4;0;BEN;0-60;cash;0;0
2008;1;1;1;DIE;81-100;cash;0;0
2008;1;1;1;DIE;61-80;cash;0;0
2008;1;1;0;BEN;61-80;cash;0;0
2008;1;2;1;BEN;81-100;cash;0;0
2008;1;1;1;DIE;81-100;transfer;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;1;0;DIE;121-140;cash;0;0
2008;1;2;0;BEN;61-80;cash;0;0
2008;1;2;1;BEN;0-60;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;0,87;1;1;DIE;101-120;cash;0;0
2008;1;1;0;BEN;0-60;transfer;0;0
2008;0,52;2;1;DIE;81-100;cash;0;0
2008;1;2;0;DIE;81-100;cash;0;0
2008;1;1;1;BEN;61-80;transfer;3400;1
2008;1;2;1;BEN;101-120;transfer;0;0
2008;1;1;1;BEN;101-120;cash;0;0
2008;1;2;1;BEN;101-120;cash;0;0
2008;1;1;0;BEN;81-100;cash;0;0
2008;1;1;1;BEN;101-120;cash;0;0
2008;1;2;1;BEN;121-140;cash;0;0
2008;1;1;1;BEN;61-80;transfer;0;0
2008;1;1;1;BEN;81-100;cash;2200;1
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;4;1;BEN;141-160;cash;3015,19;1
2008;1;1;1;DIE;81-100;cash;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;0,69;2;1;DIE;0-60;cash;0;0
2008;1;2;1;DIE;121-140;cash;0;0
2008;1;2;1;BEN;0-60;cash;0;0
2008;1;2;0;BEN;0-60;cash;0;0
2008;1;1;1;DIE;101-120;cash;0;0
2008;1;4;1;BEN;81-100;transfer;0;0
2008;1;1;1;BEN;101-120;cash;3668,55;1
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;1;1;BEN;81-100;transfer;3205,18;1
2008;1;2;0;DIE;81-100;cash;0;0
2008;1;1;1;DIE;101-120;transfer;0;0
2008;1;1;1;DIE;101-120;cash;0;0
2008;1;1;1;BEN;0-60;cash;2076,27;1
2008;1;2;1;DIE;101-120;cash;0;0
2008;1;2;1;BEN;81-100;cash;0;0
2008;1;1;0;BEN;61-80;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;1;1;BEN;101-120;cash;0;0
2008;1;2;1;DIE;101-120;transfer;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;2;1;BEN;101-120;cash;0;0
2008;1;2;1;DIE;61-80;cash;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;1;1;BEN;101-120;cash;0;0
2008;1;1;1;DIE;81-100;cash;0;0
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;1;1;DIE;101-120;cash;778,33;1
2008;1;2;0;BEN;0-60;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;1;1;BEN;101-120;cash;0;0
2008;1;2;0;BEN;101-120;transfer;0;0
2008;1;2;1;DIE;101-120;cash;0;0
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;1;0;BEN;101-120;cash;0;0
2008;1;1;0;BEN;61-80;cash;1090;2
2008;1;1;1;BEN;121-140;cash;0;0
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;1;0;BEN;0-60;cash;0;0
2008;1;2;1;BEN;61-80;cash;0;0
2008;1;2;1;BEN;81-100;cash;0;0
2008;1;1;0;DIE;101-120;cash;0;0
2008;1;2;1;BEN;101-120;cash;0;0
2008;1;1;1;DIE;101-120;cash;0;0
2008;1;1;1;BEN;0-60;cash;0;0
2008;1;4;1;DIE;121-140;transfer;0;0
2008;1;1;1;DIE;121-140;cash;0;0
2008;1;1;1;BEN;121-140;cash;0;0
2008;1;2;1;BEN;121-140;transfer;0;0
2008;1;4;0;BEN;81-100;cash;0;0
2008;1;1;1;DIE;61-80;transfer;0;0
2008;0,77;1;1;DIE;81-100;cash;0;0
2008;1;2;1;BEN;121-140;cash;460;1
2008;1;4;1;DIE;101-120;cash;0;0
2008;1;1;1;BEN;81-100;cash;0;0
2008;1;4;1;BEN;81-100;cash;0;0
2008;1;1;0;BEN;81-100;cash;0;0
2008;1;2;1;BEN;0-60;transfer;0;0
2008;1;4;1;BEN;61-80;cash;0;0
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;2;1;BEN;0-60;cash;0;0
2008;1;2;1;DIE;61-80;cash;0;0
2008;1;1;0;BEN;61-80;cash;921,29;1
2008;1;1;1;BEN;61-80;cash;0;0
2008;1;1;1;BEN;61-80;cash;8031;1
